Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Reset Surface - Restore, refresh, or reset Surface	**Reset Surface**\n\nIf you're having problems with your Surface or you want to start over with it, you can remove everything and reinstall Windows.\n\nWarning  All your personal files will be deleted and your settings will be reset. Be sure to back up all of your files before proceeding. Apps that came with your Surface will be automatically reinstalled, but youâ€™ll need to reinstall your other apps using the steps below. Make sure you have the product keys and installation files for any desktop apps you want to reinstall. \n\nTo reset your Surface:\n\n1.  Open the Settings charm, then tap Change PC settings. \n\n2.  Tap or click General. \n\n3.  Under Remove everything and reinstall Windows, tap or click Get started, and then follow the on-screen instructions.\n\nNote You'll be asked whether you want to erase data quickly or thoroughly. If you choose to quickly erase data, some data might be recoverable using special software (not included with Surface). If you choose to thoroughly erase data, the process will take longer but recovering data is far less likely.\n\nAfter your Surface is reset, youâ€™ll need to reinstall your Windows Store apps. Hereâ€™s how:\n\n1.  Open the Store app.\n\n2.  Swipe down from the top edge of the screen, and then tap or click Your apps. \n\n3.  Swipe down on apps that you want to install, and then tap or click Install.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3372
Add Windows Media Center	**Add Windows Media Center**\n\nSurface Pro doesnâ€™t include Windows Media Center. You can, however, download Windows Media Center by adding the Windows 8 Media Center Pack to your copy of Windows 8 Pro (fees apply). To do this, go to the [Add](http://go.microsoft.com/fwlink/p/?LinkID=260813) [features](http://go.microsoft.com/fwlink/p/?LinkID=260813) webpage on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3373
Surface Pro BIOS/UEFI	**Surface Pro BIOS/UEFI**\n\nInstead of BIOS (basic input/output system), Surface Pro uses a standard firmware interface called UEFI (Unified Extensible Firmware Interface). To learn more about this, see [What is UEFI?](http://windows.microsoft.com/en-US/windows-8/what-uefi) on Windows.com.\n\nTo find out how to access the Surface UEFI firmware settings or how to boot from a USB device, see [How do I](http://www.microsoft.com/Surface/en-US/support/warranty-service-and-recovery/how-to-use-the-bios-uefi) [use BIOS/UEFI?](http://www.microsoft.com/Surface/en-US/support/warranty-service-and-recovery/how-to-use-the-bios-uefi) on Surface.com.	surface pro.xlsx	metadataname:surface pro	[{"ClusterHead":"bat in surface pro","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"bat in surface pro","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	3374
BitLocker recovery key	**BitLocker recovery key**\n\nIf you're locked out of your Surface, you'll need a BitLocker recovery key to sign back in.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3375
Why am I locked out?	**Why am I locked out?**\n\nIf a security event or hardware failure locks your Surface, youâ€™ll need a BitLocker recovery key to sign in. If you sign in to your Surface with a Microsoft account, a copy of your BitLocker recovery key is automatically backed up to that account. To get your recovery key, go online to [BitLocker Recovery Keys](http://go.microsoft.com/fwlink/?LinkId=237614) [.](http://go.microsoft.com/fwlink/?LinkId=237614) For more info, see [BitLocker](http://windows.microsoft.com/en-us/windows-8/bitlocker-recovery-keys-faq) [recovery keys: Frequently asked questions](http://windows.microsoft.com/en-us/windows-8/bitlocker-recovery-keys-faq)  on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3376
Clean and care for Surface	**Clean and care for Surface**\n\nTo keep Surface looking and working great, clean the touchscreen and keyboard frequently. Also keep the touchscreen covered when youâ€™re not using it.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3377
Touchscreen care - Clean and care for Surface	**Touchscreen care**\n\nScratches, finger grease, dust, chemicals, and ultraviolet light can affect the performance of the touchscreen. Here are a few things you can do to help protect the screen:\n\n*   Clean frequently The touchscreen has been coated to make it easier to clean. You donâ€™t need to rub hard to remove fingerprints or oily spots. To avoid scratches, use a soft, lint-free cloth to gently wipe the screen. You can dampen the cloth with water or an eyeglass cleaner, but donâ€™t apply liquids directly to Surface. Donâ€™t use window cleaner or other chemical cleaners.\n\n*   Keep it covered Close the keyboard cover while youâ€™re in transit or not using Surface. If you donâ€™t have Touch Cover or Type Cover, you can use a sleeve to protect the touchscreen (sleeves are available at [Surface.com/Accessories](http://www.microsoft.com/Surface/accessories/home) ).\n\n*   Keep it out of the sun Do not leave Surface in direct sunlight for an extended period of time. Ultraviolet light and excessive heat can damage the touchscreen.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3378
Cover and keyboard care	**Cover and keyboard care**\n\nWipe Touch Cover or Type Cover with a lint-free cloth, dampened in mild soap and water. Donâ€™t apply liquids directly to the keyboards. Clean often to keep your keyboard cover looking like new. If the spine or the magnetic connections on your cover get dirty or stained, apply a small amount of isopropyl alcohol (also called rubbing alcohol) to a soft, lint-free cloth to clean.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3379
Get Help and Support	**Get Help and Support**\n\nYou can get help with Surface, Windows, and specific apps. Here's how:\n\n*   Surface Help Surface help and support is available at [Surface.com/Support](http://www.microsoft.com/Surface/support/) [.](http://www.microsoft.com/Surface/support/) \n\n*   Windows Help On Surface, go to the Start screen and type Help, and tap or click Help and Support  from the search results. Windows help content is also available online at [Windows.com](http://windows.microsoft.com/en-US/windows/home) .\n\n*   App Help When you're in an app, swipe in from the right edge of the screen, tap or click Settings, and then tap or click Help. (Some apps might put help in other locations, so check the company's website if you can't find help in the Settings charm.)\n\nIf you haven't registered your Surface, go online and register it at [Surface.com/Support/Register](http://surface.com/Support/Register) [.](http://surface.com/Support/Register)	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3380
Thatâ€™s it!	**Thatâ€™s it!**\n\nYouâ€™ve come to the end of this guide. We hope you found it helpful.\n\nCheck the Surface website often for the latest news, accessories, and support info at [Surface.com](http://www.microsoft.com/Surface/) .	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3381
Battery care - Clean and care for Surface	**Battery care**\n\n*   Operating temperature Surface is designed to work between 32Â°F and 95Â°F (or 0Â°C to 35Â°C). Lithium-ion batteries are sensitive to high temperatures, so keep your Surface out of the sun and donâ€™t leave it in a hot car.\n\n*   Recharge anytime The battery doesnâ€™t need to be empty or low before you recharge. You can recharge the battery whenever youâ€™d like. However, itâ€™s best to let the battery run down at least once per month before you recharge it.\n\n*   Battery lifespan The battery has limited recharge cycles and may eventually need to be replaced by an authorized service provider.	surface pro.xlsx	metadataname:surface pro	[{"ClusterHead":"battery life in surface pro","TotalAutoSuggestedCount":2,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"battery life in surface pro","AutoSuggestedCount":2,"UserSuggestedCount":0}]}]	False	[]	3382
With Windows 8.1 Pro	**With Windows 8.1 Pro**\n\n© 2014 Microsoft. All rights reserved.\n\nBlueTrack Technology, ClearType, Excel, Hotmail, Internet Explorer, Microsoft, OneNote, Outlook, PowerPoint, OneDrive, Windows, Xbox, and Xbox Live are registered trademarks of Microsoft Corporation.\n\nSurface and Skype are trademarks of Microsoft Corporation.\n\nBluetooth is a registered trademark of Bluetooth SIG, Inc.\n\nDolby and the double-D symbol are registered trademarks of Dolby Laboratories.\n\nThis document is provided “as-is.” Information in this document, including URL and other Internet website references, may change without notice.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3383
Meet Surface Pro 3	**Meet Surface Pro 3**\n\nSurface Pro 3 is the tablet that can replace your laptop.\n\nConnect to a broad variety of accessories, printers, and networks, just like you always have. Run touch-friendly apps and your favorite Windows 7 programs, with the security and manageability you expect from a PC.	surface pro 3.xlsx	metadataname:surface pro 3	[{"ClusterHead":"bat in surface pro and surface pro 3","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"bat in surface pro and surface pro 3","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	3384
About this guide	**About this guide**\n\n We hope this guide helps you get the most out of your Surface Pro 3.\n\nTo search for a topic:\n\n  Swipe down from the top edge of the screen, tap Find, type what you want to find.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3385
Surface Pro 3 features	**Surface Pro 3 features**\n\n| Touchscreen | The 12” touchscreen, with its 3:2 aspect ratio and 2160 x 1440 resolution display is great for watching HD movies, browsing the web, and using Office apps (sold separately). Multi-touch lets you use your fingers to select, zoom, and move things around. See Touchscreen  for more info. |\n| --- | --- |\n| Surface Pen | Enjoy a natural writing experience, with a pen that feels like an actual pen. With Surface Pen, you can quickly jot down notes in OneNote, even while Surface is locked. See Surface Pen for more info. |\n\n| Kickstand | Flip out the Surface Pro 3 kickstand to any angle and work or play comfortably at your desk, .on the couch, or while giving a hands-free presentation. Choose the angle that’s right for you. See Kickstand for more info. |\n| --- | --- |\n| Wi-Fi and Bluetooth | Surface supports standard Wi-Fi protocols (802.11a/b/g/n/ac) and Bluetooth® 4.0 Low Energy technology. This means you can connect to a wireless network and use Bluetooth devices such as keyboards, mice, printers, and headsets. |\n| Two cameras and two microphones | Two 5-megapixel cameras for recording videos and taking pictures. Both cameras record video in 1080p, with a 16:9 aspect ratio (widescreen). Each camera has a privacy light, so there are no surprises. See Camera for more info. Noise-cancelling microphones make it easy to make calls and record video with sound. See Sound features for more info. |\n| Stereo speakers and headset jack | With stereo speakers with Dolby® enhanced sound you can join online meetings, and listen to music, podcasts, and audio books. Need a bit more privacy? Plug your favorite headset into the headset jack. See Sound features in this guide for more info. |\n\n| Ports | Full-size USB 3.0 port  Connect USB accessories—like a mouse, printer, or an Ethernet adapter. See Connect devices for more info. microSD card reader Use the microSD card reader (along the right edge) for extra storage or transferring files. See Storage, files, and backup for more info. Mini DisplayPort 1.2 Share what’s on your Surface Pro 3 by connecting it to an HDTV, monitor, or projector (video adapters sold separately). See Connect to a TV, monitor, or projector for more info. Charging port and 36-watt power supply Connect the included 36-watt power supply when your battery is low. See Charging in this guide for more info. Cover port Add Type Cover for Surface Pro 3 (sold separately) so you’ll always have a keyboard with you. Thin and light, Type Cover even helps protect your touchscreen while you’re on the go. For more info, see Type Cover . |\n| --- | --- |\n| Software | Windows 8.1 Pro To learn about the latest features, see [Meet Windows](http://windows.microsoft.com/en-us/windows-8/meet) on Windows.com. Apps Surface Pro 3 comes with many built-in apps —explore your apps on your Start screen. You can install more apps from the Windows Store. You can also install and run the desktop apps you’re familiar with, like Microsoft Office*. |\n| Processor | 4th generation Intel® Core™ i3,  i5, i7 |\n| Storage and Memory | Choose from 64GB or 128GB storage with 4GB RAM, or 256GB or 512GB storage with 8GB RAM. In addition to the internal storage included with Surface Pro 3, you can add more. For info, see [Surface storage options](http://www.microsoft.com/surface/support/storage-files-and-folders/surface-storage-options) [.](http://www.microsoft.com/surface/support/storage-files-and-folders/surface-storage-options) |\n| TPM | TPM chip (Trusted Platform Module – for BitLocker Encryption). |\n| Sensors | Surface has four sensors (an ambient light sensor, an accelerometer, gyroscope, and magnetometer) that apps can use to do cool things. |\n| Accessories | Surface accessories add to your Surface experience—check out the Accessories section in this guide. |\n\n*Microsoft Office is sold separately in some countries or regions and comes pre-installed in others.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3386
